image_path,label
"train/Pepper,_bell___Bacterial_spot/2f26c2e1-a13d-41c9-9adf-51fb0ad99785___NREC_B.Spot 1849.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/4bfd707f-94f4-442d-9dfc-8a96b51653d4___JR_B.Spot 3334.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/d613de53-a4c4-49af-a909-29c4354c5ff2___NREC_B.Spot 9224.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/84d20d35-2bd6-4bab-aa96-d4dcc402dcf0___NREC_B.Spot 9228.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/44dd61ff-4a53-4657-8340-4bd56d8d5dae___JR_B.Spot 8911.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/121268d0-b5e9-452b-aa45-df90ddcc5ee5___JR_B.Spot 8876.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/740389fb-026a-45f3-ab93-716987328da0___JR_B.Spot 8905.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/796c804e-6764-4497-8ded-dc7ac3f0112c___JR_B.Spot 9007.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/45820fd3-e954-4baf-85cb-23175212dc0d___JR_B.Spot 8844.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/78dbe7fe-0821-4c19-922f-0e330f0cd3bd___JR_B.Spot 8856.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot 3319.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B.Spot 9183.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/4f539b76-13f8-43ab-a630-0cc6b1461bc9___JR_B.Spot 3381.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/785a6edb-1d68-4fce-aa9f-2c8dbed92044___NREC_B.Spot 1822.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/f8711910-13f0-4357-ac06-575454408386___JR_B.Spot 9012.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/9c23ddea-18e9-4b79-b890-77c6077d8966___JR_B.Spot 3195.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/162a3375-31e6-48f4-9b78-ab35054fb86c___JR_B.Spot 3397.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B.Spot 9082.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/536247a1-295f-455f-ab45-0798d5efa080___JR_B.Spot 8887.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/531eb612-a03c-45a5-95b4-d141d50dd0dc___JR_B.Spot 3203.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/03bb7042-3fd5-42e1-aa2c-d51d6843704c___JR_B.Spot 8925.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/35b1d344-1bb9-4976-9ba2-de290dd167dd___NREC_B.Spot 9056.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot 3389.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/532fab13-878e-4fe9-af94-302ed3e0a906___NREC_B.Spot 1885.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/b9e58d0f-1b01-43b0-8c50-154b12f5a5f1___JR_B.Spot 8983.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/41f3e9be-44a8-42b1-9654-8e7127bfc57e___JR_B.Spot 9048.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/91d5631f-83d9-467b-b5f3-48e408594225___NREC_B.Spot 9129.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/d22776e6-5234-4c6b-a196-a04b281c3808___JR_B.Spot 3351.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/cfe02ced-6be9-4119-933f-75f95b88a940___JR_B.Spot 8838.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/e973e4ca-1670-4fa7-9206-49046080d897___NREC_B.Spot 1831.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/99cd2ddf-fb89-41c3-91cc-0697293b3d9f___NREC_B.Spot 1948.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/ecd00ad4-7c95-4254-8bc4-5d90e67fc550___NREC_B.Spot 1951.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/7fb4d5d5-e4c8-42d1-b1a0-c2ee6abda2d3___NREC_B.Spot 1787.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/32927179-338a-4157-ab64-d5bea77834c1___JR_B.Spot 8933.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/64ed4b17-84ad-4088-b079-c02eceef5e7e___NREC_B.Spot 1958.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/9dbff8df-4ad1-46ec-96d7-4f35a27e2d5d___JR_B.Spot 8987.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/d8e201e5-870e-4985-b2d7-f0dc80ab96b0___JR_B.Spot 8892.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/948bc0e0-8552-426a-898f-270b9573c28f___NREC_B.Spot 9062.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/5f7e373c-1bcb-4730-b55d-d0caf375bb0b___JR_B.Spot 8948.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot 8934.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/7081e6ab-4d18-4b97-9cf5-86c6adaa4715___JR_B.Spot 3189.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/f65e0539-ea15-4998-91bf-e74870b22caf___JR_B.Spot 9052.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/bde95d13-80fa-4993-a13e-6ca4f7f1c9ef___JR_B.Spot 8867.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/c27c09cc-acf8-4e46-a828-a48a96249642___JR_B.Spot 3232.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/8a30d4c5-0065-4981-aee2-2f4cb7ac22ae___NREC_B.Spot 1887.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/952535f2-d337-434c-90e4-0be62ad20db9___JR_B.Spot 3348.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/c784712e-b6ae-4d22-8c18-5c5a2d2d2f0e___JR_B.Spot 9098.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot 9114.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/72572ac8-d26b-4684-8e8c-7b396677f2fc___NREC_B.Spot 9191.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/731d3112-8dfa-4ce0-b27e-6a0cdb661a6d___NREC_B.Spot 9232.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/a1e5160a-2a84-4b52-b765-4fbc507682a8___JR_B.Spot 3266.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/65c3a8f9-9631-4b86-9ae3-28116c869247___JR_B.Spot 9005.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B.Spot 3132.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/51227dc9-baed-4d63-92ec-70f3361b480b___NREC_B.Spot 9161.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/435993b8-c7f7-47fd-85ad-bdb04ab3e8bb___JR_B.Spot 8976.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/63c47e0e-b12a-4e10-953a-0dfed899991e___NREC_B.Spot 1918.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___Bacterial_spot/fdaea662-b23a-41cf-803c-ca33cf492455___NREC_B.Spot 9069.JPG","Pepper,_bell___Bacterial_spot"
"train/Pepper,_bell___healthy/b32eec71-c780-4649-af2b-9e233995994f___JR_HL 8513.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/a1c4d6a6-05b9-4cef-bb9d-919c086567a1___JR_HL 7998.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/2e9037ac-b030-4837-bf2f-56b89c4b66bf___JR_HL 7603.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/190c892d-83a8-42f5-ada3-aaad39d1e7b1___JR_HL 7561.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/683ad8ea-9475-4351-b419-3b2bf6cdc026___JR_HL 8363.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/1d9f7d60-de05-420d-b620-63d0d1670b76___JR_HL 8837.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/5821ffc5-d85b-48e3-b268-b0faa9bd9e0e___JR_HL 7946.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/f170473e-77b2-4b80-94bf-9479622bac75___JR_HL 8381.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/8d9192a6-0211-4f07-8b51-5c99e7217f56___JR_HL 7944.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/573a1adf-4134-43f4-919c-939c0bb9a8da___JR_HL 7847.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/51ccc742-7192-427c-8e61-c10d07cb502c___JR_HL 5882.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/de022e24-cd3f-4bf0-a009-85ee86f75bb6___JR_HL 7651.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/fef2be54-15b6-43ad-9d5e-7c30aebc0805___JR_HL 8892.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/7c8b6274-abca-4531-a84d-5bd56c859ccc___JR_HL 8794.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/e64cc93e-5968-4cec-9ded-9dd9c0ae4ae1___JR_HL 8518.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/a583c3b4-1a4b-4409-b544-ec8f2a531efd___JR_HL 8108.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/6c8f7323-5d71-44d3-8d30-825f91de854a___JR_HL 7577.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/4a5268b4-1614-4ea5-b973-72126fbfd7f2___JR_HL 8102.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/c2f95f90-fac7-42e5-b6dd-789f8f2a50d9___JR_HL 8567.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/44b451a2-318d-4329-a54b-fc44ea29ccfe___JR_HL 8147.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/89746044-25ed-4cea-8c29-82b26b20d8ae___JR_HL 5837.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/b0dfaf4d-1c02-4438-b711-274dc92f8ed7___JR_HL 8180.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/8f22c1c0-6cbe-4fa3-9fe1-2752685622d1___JR_HL 7570.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/85012959-e963-4a3d-b211-b875e27c6b30___JR_HL 8559.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/9d74f9ff-7c49-4210-93f8-99b2be15aaad___JR_HL 8366.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/f34f9754-9f8f-4f0e-952a-1fedcb96a727___JR_HL 7594.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/8fc0b784-cf68-4d0c-8634-1d51e9102c18___JR_HL 8823.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/985f0d8c-db2c-470c-87a2-5d923bc8da7e___JR_HL 8790.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/b83ebe55-1008-4008-b6fb-582f61372abc___JR_HL 7622.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/8e57033c-b244-409e-8249-f555690fe7de___JR_HL 7954.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/5e986ace-0b0e-4d27-b28c-5836aa4aa7bd___JR_HL 7635.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/81b24c43-b33a-4271-bd32-9457982b02ee___JR_HL 7965.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/b0c38dd5-62ae-4579-8323-49d1969d7d15___JR_HL 7960.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/9fc9ea86-e97f-4b96-8838-6e614196b2f6___JR_HL 8054.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/1a1a389d-f186-4481-8a5c-b8c6f864ad7f___JR_HL 8649.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/b3b3fd1a-5783-403a-bab2-8567c66fa0df___JR_HL 8827.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/08c9ab27-c1a4-4ccd-a179-ca6e2fa05d78___JR_HL 8769.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/3b8c55fd-ddd6-4ab6-94e8-3be93b1728eb___JR_HL 5963.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/e345cce1-fc94-4d67-b216-d23866e79e58___JR_HL 5992.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/890ec9d5-8497-4984-b149-b29bc683b838___JR_HL 7615.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/d0bce877-53bf-4be0-b05d-6f403c5d4504___JR_HL 8838.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/98327d43-c692-4922-82e3-a4e0db73ae40___JR_HL 8483.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/46c8faee-096a-47c5-94d1-b23c0a68fb56___JR_HL 7587.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/2bf8e05e-8a65-4cf7-8171-3013044c1e9c___JR_HL 8209.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/ccf9bac1-454d-4e0e-b109-7236f285d8a2___JR_HL 8834.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/9a9d4bac-388f-4d06-8b36-8c6734832755___JR_HL 5987.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/89c4dbbc-4d4c-4074-9eaa-c4f8beafeb14___JR_HL 7796.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/264428d4-7bc0-437e-b4ee-0ee67a742304___JR_HL 5890.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/b355fbff-bc2c-4266-be05-f6266692c1dd___JR_HL 8410.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/9b929dc5-778f-45ee-a872-b66cbf78a9e7___JR_HL 7937.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/3564ffeb-efdb-41c5-b0c0-bc4ff12fbbbc___JR_HL 5924.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/95b8e371-2865-4596-855d-8ab2e50936e3___JR_HL 8039.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/5d5bbf38-ae12-4229-b6cb-54f0d2583628___JR_HL 8797.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/a7766fc4-117e-4e48-bc2d-e2639512ad69___JR_HL 7957.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/aa0275cd-a517-48e3-8454-4d7e3894d46c___JR_HL 8498.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/7a05e52e-b4a2-4441-a356-640c1bffca68___JR_HL 7784.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/6f8e8792-687d-48b3-8ca7-40a8edf94e67___JR_HL 8024.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/dc34f73a-daa6-4edb-a8e6-7db5ef8bf907___JR_HL 7967.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/e7d0f9a3-f28d-4c66-aba7-ce7c831590f5___JR_HL 8249.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/73ccb724-a75e-4057-aaef-3f83bafcf291___JR_HL 5979.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/14a8f40d-e1b2-4d17-8bf1-c16c56f48d4c___JR_HL 8239.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/40b05b00-37a9-42c7-b98f-39ec77a58003___JR_HL 7773.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/1ce80571-2358-4616-b04a-14bbdfd2af6b___JR_HL 8340.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/4d212bb1-b0dc-46cc-b09c-6fa484bdfc36___JR_HL 8380.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/c24934a1-721e-4806-ae72-fa6df4cf6ab7___JR_HL 8238.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/d2bd1a33-3dfd-4314-b13a-2b53a96453a2___JR_HL 7657.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/3688ae98-5f85-4df3-a51f-07ad8707d5a5___JR_HL 8751.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/db4bdb10-130e-4705-bcf9-b3e9a38d1869___JR_HL 8318.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/11f58a03-e692-48ef-9ede-b97e5e732224___JR_HL 7912.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/cad06bac-877d-468b-81f4-2e2a60051352___JR_HL 7592.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/8bd3df6b-9344-49ee-8597-776ba6b54317___JR_HL 8404.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/ab275c68-52f9-4e4d-93de-5df1b7864b8d___JR_HL 8461.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/5da604ea-a5d3-48d3-a182-0f6fc7919e64___JR_HL 8106.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/f3d4b7d4-cc6d-478e-8255-e653ffe8a79c___JR_HL 8029.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/06ae69f3-53f7-4ad8-b6b0-185dd26b2fc0___JR_HL 7971.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/53f174d6-faad-427c-9d22-ca04786f3a9a___JR_HL 8352.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/6f684b6b-ffdd-4f97-9180-8870007e633e___JR_HL 5878.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/790190eb-abc0-4fbf-9a49-a3ae0c09cb09___JR_HL 7663.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/32ad9931-dd83-42be-9502-d0cf967048f9___JR_HL 8255.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/7b6f5f09-cea5-4b1c-91c7-18207527c837___JR_HL 8652.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/7a6e3db8-ff01-4fb8-888c-0bda136900c6___JR_HL 8835.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/df911e7c-0200-4e05-9076-6c40141bcbab___JR_HL 8273.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/ef16608c-6d3f-4974-b478-b45390a1e870___JR_HL 7772.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/5ff24f92-0f5c-4702-b467-e4010a88ae54___JR_HL 7560.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/c0f919fb-1cbb-47e6-9308-87796ab6acac___JR_HL 8734.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/bb4b37a6-9666-4a7d-ac49-99bb785d2dc0___JR_HL 7566.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/1e4bbf82-e2dd-48b2-b9fc-024c20bcdc7b___JR_HL 8172.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/adfb71bc-0635-4828-9036-6cc2027223c6___JR_HL 8588.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/90e48fa5-fa6d-4408-84db-cc5a53315b1f___JR_HL 7902.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/ae7d5e8e-5713-4eb8-b1e5-1ff3d2dba0a0___JR_HL 7708.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/d72022b9-78bc-496c-900d-f716012c047b___JR_HL 8072.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/10724f1f-17fb-4443-9878-26e31d97e2d9___JR_HL 7585.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/882f3f71-6ff3-42ce-9aa1-bad47c7b18f3___JR_HL 8615.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/eb92da7b-8c89-4353-958c-960fd5917d9f___JR_HL 7900.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/f4b1affb-3b72-44b5-890c-e7d45ab612b3___JR_HL 8825.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/16174ce2-0949-43ee-b6c0-acd016ff2aca___JR_HL 7836.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/030eee8e-5db2-4596-8ebc-6ab9b2fec504___JR_HL 5993.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/85bf3b78-72e9-4e2a-8f7c-b330b36170ab___JR_HL 5981.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/338ebacf-1cf2-48e7-a69a-708b37f4210b___JR_HL 8821.JPG","Pepper,_bell___healthy"
"train/Pepper,_bell___healthy/d00322d6-55cb-43fb-9685-927c6939736b___JR_HL 7903.JPG","Pepper,_bell___healthy"
train/Potato___Early_blight/779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,Potato___Early_blight
train/Potato___Early_blight/bb3d6df0-683e-4f04-afaf-277a36edad6c___RS_Early.B 9070.JPG,Potato___Early_blight
train/Potato___Early_blight/c74c801d-a6e5-44dc-a7e8-f3a5f39a300e___RS_Early.B 7864.JPG,Potato___Early_blight
train/Potato___Early_blight/0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early.B 7937.JPG,Potato___Early_blight
train/Potato___Early_blight/c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128.JPG,Potato___Early_blight
train/Potato___Early_blight/9bc2ecbb-4a3c-43be-80ce-c6ac77e4b498___RS_Early.B 7145.JPG,Potato___Early_blight
train/Potato___Early_blight/1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,Potato___Early_blight
train/Potato___Early_blight/26d2af6a-f52e-457c-8006-fa106ad39fbe___RS_Early.B 8586.JPG,Potato___Early_blight
train/Potato___Early_blight/5aee3e9f-0469-42e7-8ae7-56f7a1900fd5___RS_Early.B 9091.JPG,Potato___Early_blight
train/Potato___Early_blight/b14e0de2-ab48-45b5-9d4d-e45e7c88b68f___RS_Early.B 8554.JPG,Potato___Early_blight
train/Potato___Early_blight/a08eec21-8500-4ac5-92a9-d9b14067f01c___RS_Early.B 8985.JPG,Potato___Early_blight
train/Potato___Early_blight/1ca9e3ba-e029-48bf-b207-e8cb3546f953___RS_Early.B 7978.JPG,Potato___Early_blight
train/Potato___Early_blight/8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,Potato___Early_blight
train/Potato___Early_blight/1769d41b-fd4c-49b1-adce-e89fee6a352e___RS_Early.B 6741.JPG,Potato___Early_blight
train/Potato___Early_blight/dc3e6480-10c2-429b-bd9a-b8dd7d538594___RS_Early.B 8061.JPG,Potato___Early_blight
train/Potato___Early_blight/a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398.JPG,Potato___Early_blight
train/Potato___Early_blight/983cf28c-872f-423a-a774-41ed2939f249___RS_Early.B 7660.JPG,Potato___Early_blight
train/Potato___Early_blight/95d42b98-1945-4cb3-ab27-0dbd56def41b___RS_Early.B 8866.JPG,Potato___Early_blight
train/Potato___Early_blight/43af6366-6c6a-408c-a10d-a4bad9428a19___RS_Early.B 7595.JPG,Potato___Early_blight
train/Potato___Early_blight/f9580dc3-d5d9-4990-a64d-3974a9d1c687___RS_Early.B 8755.JPG,Potato___Early_blight
train/Potato___Early_blight/2446ca09-aa29-4ae4-8d34-45115c32cde7___RS_Early.B 8971.JPG,Potato___Early_blight
train/Potato___Early_blight/0ddd62cd-a999-4d58-a8f1-506e1004a595___RS_Early.B 8041.JPG,Potato___Early_blight
train/Potato___Early_blight/89b2e456-737b-4020-b788-c3f6a4927e69___RS_Early.B 7371.JPG,Potato___Early_blight
train/Potato___Early_blight/1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG,Potato___Early_blight
train/Potato___Early_blight/1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early.B 8912.JPG,Potato___Early_blight
train/Potato___Early_blight/9ce9c6dc-b20c-47f8-91e0-31886945c4bb___RS_Early.B 8094.JPG,Potato___Early_blight
train/Potato___Early_blight/f20b88af-30e2-4270-a035-2cf217469cf8___RS_Early.B 8266.JPG,Potato___Early_blight
train/Potato___Early_blight/95cd8c85-b3b1-4d90-828d-1c93ea98977a___RS_Early.B 9109.JPG,Potato___Early_blight
train/Potato___Early_blight/69ee53e1-a9b6-4e97-bc5f-f91617bc87ab___RS_Early.B 7987.JPG,Potato___Early_blight
train/Potato___Early_blight/05c35093-11b8-4cd0-b67a-148859754440___RS_Early.B 8939.JPG,Potato___Early_blight
